Variables;result
x_plant1_pipe15_d1;0
y_plant1_pipe15_d1;1
x_plant1_pipe15_d3;0
y_plant1_pipe15_d3;0
x_plant1_pipe15_d4;0
y_plant1_pipe15_d4;0
x_plant1_pipe16_d1;0
y_plant1_pipe16_d1;1
x_plant1_pipe16_d3;0
y_plant1_pipe16_d3;0
x_plant1_pipe16_d4;0
y_plant1_pipe16_d4;0
x_plant1_pipe17_d1;0
y_plant1_pipe17_d1;1
x_plant1_pipe17_d3;0
y_plant1_pipe17_d3;0
x_plant1_pipe17_d4;0
y_plant1_pipe17_d4;0
x_plant1_pipe18_d1;0
y_plant1_pipe18_d1;1
x_plant1_pipe18_d3;0
y_plant1_pipe18_d3;0
x_plant1_pipe18_d4;0
y_plant1_pipe18_d4;0
x_plant1_pipe19_d1;0
y_plant1_pipe19_d1;1
x_plant1_pipe19_d3;0
y_plant1_pipe19_d3;0
x_plant1_pipe19_d4;0
y_plant1_pipe19_d4;0
x_plant1_pipe20_d1;0
y_plant1_pipe20_d1;1
x_plant1_pipe20_d3;0
y_plant1_pipe20_d3;0
x_plant1_pipe20_d4;0
y_plant1_pipe20_d4;0
x_plant1_pipe21_d1;0
y_plant1_pipe21_d1;1
x_plant1_pipe21_d3;0
y_plant1_pipe21_d3;0
x_plant1_pipe21_d4;0
y_plant1_pipe21_d4;0
x_plant1_pipe22_d1;0
y_plant1_pipe22_d1;1
x_plant1_pipe22_d3;0
y_plant1_pipe22_d3;0
x_plant1_pipe22_d4;0
y_plant1_pipe22_d4;0
x_plant1_pipe23_d1;0
y_plant1_pipe23_d1;1
x_plant1_pipe23_d3;0
y_plant1_pipe23_d3;0
x_plant1_pipe23_d4;0
y_plant1_pipe23_d4;0
x_plant1_pipe24_d1;0
y_plant1_pipe24_d1;1
x_plant1_pipe24_d3;0
y_plant1_pipe24_d3;0
x_plant1_pipe24_d4;0
y_plant1_pipe24_d4;0
x_plant1_pipe25_d1;0
y_plant1_pipe25_d1;1
x_plant1_pipe25_d3;0
y_plant1_pipe25_d3;0
x_plant1_pipe25_d4;0
y_plant1_pipe25_d4;0
x_plant1_pipe26_d1;0
y_plant1_pipe26_d1;1
x_plant1_pipe26_d3;0
y_plant1_pipe26_d3;0
x_plant1_pipe26_d4;0
y_plant1_pipe26_d4;0
x_plant1_pipe27_d1;334,750130718954
y_plant1_pipe27_d1;0,948300653594771
x_plant1_pipe27_d3;0
y_plant1_pipe27_d3;0
x_plant1_pipe27_d4;105,259869281047
y_plant1_pipe27_d4;0,0516993464052292
x_plant1_pipe28_d1;0
y_plant1_pipe28_d1;1
x_plant1_pipe28_d3;0
y_plant1_pipe28_d3;0
x_plant1_pipe28_d4;0
y_plant1_pipe28_d4;0
x_plant1_pipe29_d1;0
y_plant1_pipe29_d1;1
x_plant1_pipe29_d3;0
y_plant1_pipe29_d3;0
x_plant1_pipe29_d4;0
y_plant1_pipe29_d4;0
x_plant1_pipe30_d1;0
y_plant1_pipe30_d1;1
x_plant1_pipe30_d3;0
y_plant1_pipe30_d3;0
x_plant1_pipe30_d4;0
y_plant1_pipe30_d4;0
x_plant1_pipe31_d1;0
y_plant1_pipe31_d1;1
x_plant1_pipe31_d3;0
y_plant1_pipe31_d3;0
x_plant1_pipe31_d4;0
y_plant1_pipe31_d4;0
x_plant1_pipe32_d1;0
y_plant1_pipe32_d1;1
x_plant1_pipe32_d3;0
y_plant1_pipe32_d3;0
x_plant1_pipe32_d4;0
y_plant1_pipe32_d4;0
x_plant1_pipe33_d1;0
y_plant1_pipe33_d1;1
x_plant1_pipe33_d3;0
y_plant1_pipe33_d3;0
x_plant1_pipe33_d4;0
y_plant1_pipe33_d4;0
x_plant1_pipe34_d1;0
y_plant1_pipe34_d1;1
x_plant1_pipe34_d3;0
y_plant1_pipe34_d3;0
x_plant1_pipe34_d4;0
y_plant1_pipe34_d4;0
x_plant1_pipe35_d1;0
y_plant1_pipe35_d1;1
x_plant1_pipe35_d3;0
y_plant1_pipe35_d3;0
x_plant1_pipe35_d4;0
y_plant1_pipe35_d4;0
x_plant1_pipe36_d1;0
y_plant1_pipe36_d1;1
x_plant1_pipe36_d3;0
y_plant1_pipe36_d3;0
x_plant1_pipe36_d4;0
y_plant1_pipe36_d4;0
x_plant1_pipe37_d1;0
y_plant1_pipe37_d1;1
x_plant1_pipe37_d3;0
y_plant1_pipe37_d3;0
x_plant1_pipe37_d4;0
y_plant1_pipe37_d4;0
x_plant1_pipe38_d1;0
y_plant1_pipe38_d1;1
x_plant1_pipe38_d3;0
y_plant1_pipe38_d3;0
x_plant1_pipe38_d4;0
y_plant1_pipe38_d4;0
x_plant1_pipe39_d1;0
y_plant1_pipe39_d1;1
x_plant1_pipe39_d3;0
y_plant1_pipe39_d3;0
x_plant1_pipe39_d4;0
y_plant1_pipe39_d4;0
x_plant1_pipe40_d1;0
y_plant1_pipe40_d1;1
x_plant1_pipe40_d3;0
y_plant1_pipe40_d3;0
x_plant1_pipe40_d4;0
y_plant1_pipe40_d4;0
x_plant1_pipe41_d1;0
y_plant1_pipe41_d1;1
x_plant1_pipe41_d3;0
y_plant1_pipe41_d3;0
x_plant1_pipe41_d4;0
y_plant1_pipe41_d4;0
x_plant1_pipe42_d1;300,439999999999
y_plant1_pipe42_d1;1
x_plant1_pipe42_d3;0
y_plant1_pipe42_d3;0
x_plant1_pipe42_d4;0
y_plant1_pipe42_d4;0
x_plant1_pipe43_d1;0
y_plant1_pipe43_d1;1
x_plant1_pipe43_d3;0
y_plant1_pipe43_d3;0
x_plant1_pipe43_d4;0
y_plant1_pipe43_d4;0
x_plant1_pipe44_d1;0
y_plant1_pipe44_d1;1
x_plant1_pipe44_d3;0
y_plant1_pipe44_d3;0
x_plant1_pipe44_d4;0
y_plant1_pipe44_d4;0
x_plant1_pipe45_d1;0
y_plant1_pipe45_d1;1
x_plant1_pipe45_d3;0
y_plant1_pipe45_d3;0
x_plant1_pipe45_d4;0
y_plant1_pipe45_d4;0
x_plant2_pipe1_d1;0
y_plant2_pipe1_d1;1
x_plant2_pipe1_d3;0
y_plant2_pipe1_d3;0
x_plant2_pipe1_d4;0
y_plant2_pipe1_d4;0
x_plant2_pipe2_d1;0
y_plant2_pipe2_d1;1
x_plant2_pipe2_d3;0
y_plant2_pipe2_d3;0
x_plant2_pipe2_d4;0
y_plant2_pipe2_d4;0
x_plant2_pipe3_d1;0
y_plant2_pipe3_d1;1
x_plant2_pipe3_d3;0
y_plant2_pipe3_d3;0
x_plant2_pipe3_d4;0
y_plant2_pipe3_d4;0
x_plant2_pipe4_d1;0
y_plant2_pipe4_d1;1
x_plant2_pipe4_d3;0
y_plant2_pipe4_d3;0
x_plant2_pipe4_d4;0
y_plant2_pipe4_d4;0
x_plant2_pipe5_d1;0
y_plant2_pipe5_d1;1
x_plant2_pipe5_d3;0
y_plant2_pipe5_d3;0
x_plant2_pipe5_d4;0
y_plant2_pipe5_d4;0
x_plant2_pipe6_d1;0
y_plant2_pipe6_d1;1
x_plant2_pipe6_d3;0
y_plant2_pipe6_d3;0
x_plant2_pipe6_d4;0
y_plant2_pipe6_d4;0
x_plant2_pipe7_d1;0
y_plant2_pipe7_d1;1
x_plant2_pipe7_d3;0
y_plant2_pipe7_d3;0
x_plant2_pipe7_d4;0
y_plant2_pipe7_d4;0
x_plant2_pipe8_d1;0
y_plant2_pipe8_d1;1
x_plant2_pipe8_d3;0
y_plant2_pipe8_d3;0
x_plant2_pipe8_d4;0
y_plant2_pipe8_d4;0
x_plant2_pipe9_d1;0
y_plant2_pipe9_d1;1
x_plant2_pipe9_d3;0
y_plant2_pipe9_d3;0
x_plant2_pipe9_d4;0
y_plant2_pipe9_d4;0
x_plant2_pipe10_d1;352,999999999999
y_plant2_pipe10_d1;1
x_plant2_pipe10_d3;0
y_plant2_pipe10_d3;0
x_plant2_pipe10_d4;0
y_plant2_pipe10_d4;0
x_plant2_pipe11_d1;0
y_plant2_pipe11_d1;1
x_plant2_pipe11_d3;0
y_plant2_pipe11_d3;0
x_plant2_pipe11_d4;0
y_plant2_pipe11_d4;0
x_plant2_pipe12_d1;0
y_plant2_pipe12_d1;1
x_plant2_pipe12_d3;0
y_plant2_pipe12_d3;0
x_plant2_pipe12_d4;0
y_plant2_pipe12_d4;0
x_plant2_pipe13_d1;0
y_plant2_pipe13_d1;1
x_plant2_pipe13_d3;0
y_plant2_pipe13_d3;0
x_plant2_pipe13_d4;0
y_plant2_pipe13_d4;0
x_plant2_pipe14_d1;0
y_plant2_pipe14_d1;1
x_plant2_pipe14_d3;0
y_plant2_pipe14_d3;0
x_plant2_pipe14_d4;0
y_plant2_pipe14_d4;0
x_plant2_pipe15_d1;0
y_plant2_pipe15_d1;1
x_plant2_pipe15_d3;0
y_plant2_pipe15_d3;0
x_plant2_pipe15_d4;0
y_plant2_pipe15_d4;0
x_plant2_pipe16_d1;0
y_plant2_pipe16_d1;1
x_plant2_pipe16_d3;0
y_plant2_pipe16_d3;0
x_plant2_pipe16_d4;0
y_plant2_pipe16_d4;0
x_plant2_pipe17_d1;0
y_plant2_pipe17_d1;1
x_plant2_pipe17_d3;0
y_plant2_pipe17_d3;0
x_plant2_pipe17_d4;0
y_plant2_pipe17_d4;0
x_plant2_pipe18_d1;0
y_plant2_pipe18_d1;1
x_plant2_pipe18_d3;0
y_plant2_pipe18_d3;0
x_plant2_pipe18_d4;0
y_plant2_pipe18_d4;0
x_plant2_pipe19_d1;0
y_plant2_pipe19_d1;1
x_plant2_pipe19_d3;0
y_plant2_pipe19_d3;0
x_plant2_pipe19_d4;0
y_plant2_pipe19_d4;0
x_plant2_pipe20_d1;0
y_plant2_pipe20_d1;1
x_plant2_pipe20_d3;0
y_plant2_pipe20_d3;0
x_plant2_pipe20_d4;0
y_plant2_pipe20_d4;0
x_plant2_pipe21_d1;0
y_plant2_pipe21_d1;1
x_plant2_pipe21_d3;0
y_plant2_pipe21_d3;0
x_plant2_pipe21_d4;0
y_plant2_pipe21_d4;0
x_plant2_pipe22_d1;0
y_plant2_pipe22_d1;1
x_plant2_pipe22_d3;0
y_plant2_pipe22_d3;0
x_plant2_pipe22_d4;0
y_plant2_pipe22_d4;0
x_plant2_pipe23_d1;0
y_plant2_pipe23_d1;1
x_plant2_pipe23_d3;0
y_plant2_pipe23_d3;0
x_plant2_pipe23_d4;0
y_plant2_pipe23_d4;0
x_plant2_pipe24_d1;0
y_plant2_pipe24_d1;1
x_plant2_pipe24_d3;0
y_plant2_pipe24_d3;0
x_plant2_pipe24_d4;0
y_plant2_pipe24_d4;0
x_plant2_pipe25_d1;0
y_plant2_pipe25_d1;1
x_plant2_pipe25_d3;0
y_plant2_pipe25_d3;0
x_plant2_pipe25_d4;0
y_plant2_pipe25_d4;0
x_plant2_pipe26_d1;0
y_plant2_pipe26_d1;1
x_plant2_pipe26_d3;0
y_plant2_pipe26_d3;0
x_plant2_pipe26_d4;0
y_plant2_pipe26_d4;0
x_plant2_pipe27_d1;0
y_plant2_pipe27_d1;1
x_plant2_pipe27_d3;0
y_plant2_pipe27_d3;0
x_plant2_pipe27_d4;0
y_plant2_pipe27_d4;0
x_plant2_pipe28_d1;0
y_plant2_pipe28_d1;1
x_plant2_pipe28_d3;0
y_plant2_pipe28_d3;0
x_plant2_pipe28_d4;0
y_plant2_pipe28_d4;0
x_plant2_pipe29_d1;0
y_plant2_pipe29_d1;1
x_plant2_pipe29_d3;0
y_plant2_pipe29_d3;0
x_plant2_pipe29_d4;0
y_plant2_pipe29_d4;0
x_plant2_pipe30_d1;0
y_plant2_pipe30_d1;1
x_plant2_pipe30_d3;0
y_plant2_pipe30_d3;0
x_plant2_pipe30_d4;0
y_plant2_pipe30_d4;0
x_plant2_pipe31_d1;0
y_plant2_pipe31_d1;1
x_plant2_pipe31_d3;0
y_plant2_pipe31_d3;0
x_plant2_pipe31_d4;0
y_plant2_pipe31_d4;0
x_plant2_pipe32_d1;0
y_plant2_pipe32_d1;1
x_plant2_pipe32_d3;0
y_plant2_pipe32_d3;0
x_plant2_pipe32_d4;0
y_plant2_pipe32_d4;0
x_plant2_pipe33_d1;0
y_plant2_pipe33_d1;1
x_plant2_pipe33_d3;0
y_plant2_pipe33_d3;0
x_plant2_pipe33_d4;0
y_plant2_pipe33_d4;0
x_plant2_pipe34_d1;0
y_plant2_pipe34_d1;1
x_plant2_pipe34_d3;0
y_plant2_pipe34_d3;0
x_plant2_pipe34_d4;0
y_plant2_pipe34_d4;0
x_plant2_pipe35_d1;0
y_plant2_pipe35_d1;1
x_plant2_pipe35_d3;0
y_plant2_pipe35_d3;0
x_plant2_pipe35_d4;0
y_plant2_pipe35_d4;0
x_plant2_pipe36_d1;0
y_plant2_pipe36_d1;1
x_plant2_pipe36_d3;0
y_plant2_pipe36_d3;0
x_plant2_pipe36_d4;0
y_plant2_pipe36_d4;0
x_plant2_pipe37_d1;0
y_plant2_pipe37_d1;1
x_plant2_pipe37_d3;0
y_plant2_pipe37_d3;0
x_plant2_pipe37_d4;0
y_plant2_pipe37_d4;0
x_plant2_pipe38_d1;0
y_plant2_pipe38_d1;1
x_plant2_pipe38_d3;0
y_plant2_pipe38_d3;0
x_plant2_pipe38_d4;0
y_plant2_pipe38_d4;0
x_plant2_pipe39_d1;0
y_plant2_pipe39_d1;1
x_plant2_pipe39_d3;0
y_plant2_pipe39_d3;0
x_plant2_pipe39_d4;0
y_plant2_pipe39_d4;0
x_plant2_pipe40_d1;0
y_plant2_pipe40_d1;1
x_plant2_pipe40_d3;0
y_plant2_pipe40_d3;0
x_plant2_pipe40_d4;0
y_plant2_pipe40_d4;0
x_plant2_pipe41_d1;345,77430184195
y_plant2_pipe41_d1;0,979530600118835
x_plant2_pipe41_d3;0
y_plant2_pipe41_d3;0
x_plant2_pipe41_d4;41,675698158052
y_plant2_pipe41_d4;0,020469399881165
x_plant2_pipe42_d1;0
y_plant2_pipe42_d1;1
x_plant2_pipe42_d3;0
y_plant2_pipe42_d3;0
x_plant2_pipe42_d4;0
y_plant2_pipe42_d4;0
x_plant2_pipe43_d1;0
y_plant2_pipe43_d1;1
x_plant2_pipe43_d3;0
y_plant2_pipe43_d3;0
x_plant2_pipe43_d4;0
y_plant2_pipe43_d4;0
x_plant2_pipe44_d1;0
y_plant2_pipe44_d1;1
x_plant2_pipe44_d3;0
y_plant2_pipe44_d3;0
x_plant2_pipe44_d4;0
y_plant2_pipe44_d4;0
x_plant2_pipe45_d1;0
y_plant2_pipe45_d1;1
x_plant2_pipe45_d3;0
y_plant2_pipe45_d3;0
x_plant2_pipe45_d4;0
y_plant2_pipe45_d4;0
x_plant3_pipe1_d1;0
y_plant3_pipe1_d1;1
x_plant3_pipe1_d3;0
y_plant3_pipe1_d3;0
x_plant3_pipe1_d4;0
y_plant3_pipe1_d4;0
x_plant3_pipe2_d1;0
y_plant3_pipe2_d1;1
x_plant3_pipe2_d3;0
y_plant3_pipe2_d3;0
x_plant3_pipe2_d4;0
y_plant3_pipe2_d4;0
x_plant3_pipe3_d1;0
y_plant3_pipe3_d1;1
x_plant3_pipe3_d3;0
y_plant3_pipe3_d3;0
x_plant3_pipe3_d4;0
y_plant3_pipe3_d4;0
x_plant3_pipe4_d1;0
y_plant3_pipe4_d1;1
x_plant3_pipe4_d3;0
y_plant3_pipe4_d3;0
x_plant3_pipe4_d4;0
y_plant3_pipe4_d4;0
x_plant3_pipe5_d1;0
y_plant3_pipe5_d1;1
x_plant3_pipe5_d3;0
y_plant3_pipe5_d3;0
x_plant3_pipe5_d4;0
y_plant3_pipe5_d4;0
x_plant3_pipe6_d1;323,147064765301
y_plant3_pipe6_d1;0,915430778371956
x_plant3_pipe6_d3;0
y_plant3_pipe6_d3;0
x_plant3_pipe6_d4;172,182935234696
y_plant3_pipe6_d4;0,0845692216280434
x_plant3_pipe7_d1;0
y_plant3_pipe7_d1;1
x_plant3_pipe7_d3;0
y_plant3_pipe7_d3;0
x_plant3_pipe7_d4;0
y_plant3_pipe7_d4;0
x_plant3_pipe8_d1;0
y_plant3_pipe8_d1;1
x_plant3_pipe8_d3;0
y_plant3_pipe8_d3;0
x_plant3_pipe8_d4;0
y_plant3_pipe8_d4;0
x_plant3_pipe9_d1;0
y_plant3_pipe9_d1;1
x_plant3_pipe9_d3;0
y_plant3_pipe9_d3;0
x_plant3_pipe9_d4;0
y_plant3_pipe9_d4;0
x_plant3_pipe10_d1;0
y_plant3_pipe10_d1;1
x_plant3_pipe10_d3;0
y_plant3_pipe10_d3;0
x_plant3_pipe10_d4;0
y_plant3_pipe10_d4;0
x_plant3_pipe11_d1;0
y_plant3_pipe11_d1;1
x_plant3_pipe11_d3;0
y_plant3_pipe11_d3;0
x_plant3_pipe11_d4;0
y_plant3_pipe11_d4;0
x_plant3_pipe12_d1;0
y_plant3_pipe12_d1;1
x_plant3_pipe12_d3;0
y_plant3_pipe12_d3;0
x_plant3_pipe12_d4;0
y_plant3_pipe12_d4;0
x_plant3_pipe13_d1;0
y_plant3_pipe13_d1;1
x_plant3_pipe13_d3;0
y_plant3_pipe13_d3;0
x_plant3_pipe13_d4;0
y_plant3_pipe13_d4;0
x_plant3_pipe14_d1;0
y_plant3_pipe14_d1;1
x_plant3_pipe14_d3;0
y_plant3_pipe14_d3;0
x_plant3_pipe14_d4;0
y_plant3_pipe14_d4;0
x_plant3_pipe15_d1;0
y_plant3_pipe15_d1;1
x_plant3_pipe15_d3;0
y_plant3_pipe15_d3;0
x_plant3_pipe15_d4;0
y_plant3_pipe15_d4;0
x_plant3_pipe16_d1;0
y_plant3_pipe16_d1;1
x_plant3_pipe16_d3;0
y_plant3_pipe16_d3;0
x_plant3_pipe16_d4;0
y_plant3_pipe16_d4;0
x_plant3_pipe17_d1;0
y_plant3_pipe17_d1;1
x_plant3_pipe17_d3;0
y_plant3_pipe17_d3;0
x_plant3_pipe17_d4;0
y_plant3_pipe17_d4;0
x_plant3_pipe18_d1;0
y_plant3_pipe18_d1;1
x_plant3_pipe18_d3;0
y_plant3_pipe18_d3;0
x_plant3_pipe18_d4;0
y_plant3_pipe18_d4;0
x_plant3_pipe19_d1;0
y_plant3_pipe19_d1;1
x_plant3_pipe19_d3;0
y_plant3_pipe19_d3;0
x_plant3_pipe19_d4;0
y_plant3_pipe19_d4;0
x_plant3_pipe20_d1;0
y_plant3_pipe20_d1;1
x_plant3_pipe20_d3;0
y_plant3_pipe20_d3;0
x_plant3_pipe20_d4;0
y_plant3_pipe20_d4;0
x_plant3_pipe21_d1;0
y_plant3_pipe21_d1;1
x_plant3_pipe21_d3;0
y_plant3_pipe21_d3;0
x_plant3_pipe21_d4;0
y_plant3_pipe21_d4;0
x_plant3_pipe22_d1;0
y_plant3_pipe22_d1;1
x_plant3_pipe22_d3;0
y_plant3_pipe22_d3;0
x_plant3_pipe22_d4;0
y_plant3_pipe22_d4;0
x_plant3_pipe23_d1;0
y_plant3_pipe23_d1;1
x_plant3_pipe23_d3;0
y_plant3_pipe23_d3;0
x_plant3_pipe23_d4;0
y_plant3_pipe23_d4;0
x_plant3_pipe24_d1;0
y_plant3_pipe24_d1;1
x_plant3_pipe24_d3;0
y_plant3_pipe24_d3;0
x_plant3_pipe24_d4;0
y_plant3_pipe24_d4;0
x_plant3_pipe25_d1;0
y_plant3_pipe25_d1;1
x_plant3_pipe25_d3;0
y_plant3_pipe25_d3;0
x_plant3_pipe25_d4;0
y_plant3_pipe25_d4;0
x_plant3_pipe26_d1;0
y_plant3_pipe26_d1;1
x_plant3_pipe26_d3;0
y_plant3_pipe26_d3;0
x_plant3_pipe26_d4;0
y_plant3_pipe26_d4;0
x_plant3_pipe27_d1;0
y_plant3_pipe27_d1;1
x_plant3_pipe27_d3;0
y_plant3_pipe27_d3;0
x_plant3_pipe27_d4;0
y_plant3_pipe27_d4;0
x_plant3_pipe28_d1;0
y_plant3_pipe28_d1;1
x_plant3_pipe28_d3;0
y_plant3_pipe28_d3;0
x_plant3_pipe28_d4;0
y_plant3_pipe28_d4;0
x_plant3_pipe29_d1;0
y_plant3_pipe29_d1;1
x_plant3_pipe29_d3;0
y_plant3_pipe29_d3;0
x_plant3_pipe29_d4;0
y_plant3_pipe29_d4;0
x_plant3_pipe30_d1;42,0699999999979
y_plant3_pipe30_d1;1
x_plant3_pipe30_d3;0
y_plant3_pipe30_d3;0
x_plant3_pipe30_d4;0
y_plant3_pipe30_d4;0
x_plant3_pipe31_d1;0
y_plant3_pipe31_d1;1
x_plant3_pipe31_d3;0
y_plant3_pipe31_d3;0
x_plant3_pipe31_d4;0
y_plant3_pipe31_d4;0
x_plant3_pipe32_d1;0
y_plant3_pipe32_d1;1
x_plant3_pipe32_d3;0
y_plant3_pipe32_d3;0
x_plant3_pipe32_d4;0
y_plant3_pipe32_d4;0
x_plant3_pipe33_d1;0
y_plant3_pipe33_d1;1
x_plant3_pipe33_d3;0
y_plant3_pipe33_d3;0
x_plant3_pipe33_d4;0
y_plant3_pipe33_d4;0
x_plant3_pipe34_d1;0
y_plant3_pipe34_d1;1
x_plant3_pipe34_d3;0
y_plant3_pipe34_d3;0
x_plant3_pipe34_d4;0
y_plant3_pipe34_d4;0
x_plant3_pipe35_d1;0
y_plant3_pipe35_d1;1
x_plant3_pipe35_d3;0
y_plant3_pipe35_d3;0
x_plant3_pipe35_d4;0
y_plant3_pipe35_d4;0
x_plant3_pipe36_d1;0
y_plant3_pipe36_d1;1
x_plant3_pipe36_d3;0
y_plant3_pipe36_d3;0
x_plant3_pipe36_d4;0
y_plant3_pipe36_d4;0
x_plant3_pipe37_d1;0
y_plant3_pipe37_d1;1
x_plant3_pipe37_d3;0
y_plant3_pipe37_d3;0
x_plant3_pipe37_d4;0
y_plant3_pipe37_d4;0
x_plant3_pipe38_d1;0
y_plant3_pipe38_d1;1
x_plant3_pipe38_d3;0
y_plant3_pipe38_d3;0
x_plant3_pipe38_d4;0
y_plant3_pipe38_d4;0
x_plant3_pipe39_d1;203,030000000001
y_plant3_pipe39_d1;1
x_plant3_pipe39_d3;0
y_plant3_pipe39_d3;0
x_plant3_pipe39_d4;0
y_plant3_pipe39_d4;0
x_plant3_pipe40_d1;0
y_plant3_pipe40_d1;1
x_plant3_pipe40_d3;0
y_plant3_pipe40_d3;0
x_plant3_pipe40_d4;0
y_plant3_pipe40_d4;0
x_plant3_pipe41_d1;0
y_plant3_pipe41_d1;1
x_plant3_pipe41_d3;0
y_plant3_pipe41_d3;0
x_plant3_pipe41_d4;0
y_plant3_pipe41_d4;0
x_plant3_pipe42_d1;0
y_plant3_pipe42_d1;1
x_plant3_pipe42_d3;0
y_plant3_pipe42_d3;0
x_plant3_pipe42_d4;0
y_plant3_pipe42_d4;0
x_plant3_pipe43_d1;0
y_plant3_pipe43_d1;1
x_plant3_pipe43_d3;0
y_plant3_pipe43_d3;0
x_plant3_pipe43_d4;0
y_plant3_pipe43_d4;0
x_plant3_pipe44_d1;0
y_plant3_pipe44_d1;1
x_plant3_pipe44_d3;0
y_plant3_pipe44_d3;0
x_plant3_pipe44_d4;0
y_plant3_pipe44_d4;0
x_plant3_pipe45_d1;0
y_plant3_pipe45_d1;1
x_plant3_pipe45_d3;0
y_plant3_pipe45_d3;0
x_plant3_pipe45_d4;0
y_plant3_pipe45_d4;0
x_plant4_pipe1_d1;0
y_plant4_pipe1_d1;1
x_plant4_pipe1_d3;0
y_plant4_pipe1_d3;0
x_plant4_pipe1_d4;0
y_plant4_pipe1_d4;0
x_plant4_pipe2_d1;0
y_plant4_pipe2_d1;1
x_plant4_pipe2_d3;0
y_plant4_pipe2_d3;0
x_plant4_pipe2_d4;0
y_plant4_pipe2_d4;0
x_plant4_pipe3_d1;0
y_plant4_pipe3_d1;1
x_plant4_pipe3_d3;0
y_plant4_pipe3_d3;0
x_plant4_pipe3_d4;0
y_plant4_pipe3_d4;0
x_plant4_pipe4_d1;0
y_plant4_pipe4_d1;1
x_plant4_pipe4_d3;0
y_plant4_pipe4_d3;0
x_plant4_pipe4_d4;0
y_plant4_pipe4_d4;0
x_plant4_pipe5_d1;0
y_plant4_pipe5_d1;1
x_plant4_pipe5_d3;0
y_plant4_pipe5_d3;0
x_plant4_pipe5_d4;0
y_plant4_pipe5_d4;0
x_plant4_pipe6_d1;0
y_plant4_pipe6_d1;1
x_plant4_pipe6_d3;0
y_plant4_pipe6_d3;0
x_plant4_pipe6_d4;0
y_plant4_pipe6_d4;0
x_plant4_pipe7_d1;0
y_plant4_pipe7_d1;1
x_plant4_pipe7_d3;0
y_plant4_pipe7_d3;0
x_plant4_pipe7_d4;0
y_plant4_pipe7_d4;0
x_plant4_pipe8_d1;0
y_plant4_pipe8_d1;1
x_plant4_pipe8_d3;0
y_plant4_pipe8_d3;0
x_plant4_pipe8_d4;0
y_plant4_pipe8_d4;0
x_plant4_pipe9_d1;0
y_plant4_pipe9_d1;1
x_plant4_pipe9_d3;0
y_plant4_pipe9_d3;0
x_plant4_pipe9_d4;0
y_plant4_pipe9_d4;0
x_plant4_pipe10_d1;0
y_plant4_pipe10_d1;1
x_plant4_pipe10_d3;0
y_plant4_pipe10_d3;0
